customer_key,geography_key,customer_alternate_key,title,name,birth_date,marital_status,gender,email_address,total_children,education,occupation,house_owner_flag,number_cars_owned,address_line1,address_line2,phone
3006,355,AW00014005,NULL,NoahJ Hughes,1982-11-10,M,"M         ",noah8@adventure-works.com,0,Partial College,Skilled Manual,0,2,5990 Curletto Drive,NULL,811-555-0150
3007,358,AW00014006,NULL,BriannaM Walker,1983-03-27,M,"F         ",brianna22@adventure-works.com,0,Partial College,Skilled Manual,1,2,6701 Eagle Peak Ave.,NULL,413-555-0174
3008,2,AW00014007,NULL,RebekahM Garcia,1960-08-22,M,"F         ",rebekah14@adventure-works.com,2,Partial High School,Clerical,1,2,1019 Candy Rd.,NULL,1 (11) 500 555-0177
3009,34,AW00014008,NULL,KarenF Liu,1955-01-11,M,"F         ",karen13@adventure-works.com,2,Partial High School,Clerical,1,2,3283 Terra Granda,NULL,1 (11) 500 555-0146
3010,37,AW00014009,NULL,BrandyP Prasad,1960-09-01,M,"F         ",brandy5@adventure-works.com,2,Partial High School,Clerical,1,2,8176 Pena,NULL,1 (11) 500 555-0129
3011,36,AW00014010,NULL,Thomas  Moore,1956-02-02,M,"M         ",thomas69@adventure-works.com,3,Partial College,Clerical,0,2,658 Pecan Street,NULL,1 (11) 500 555-0152
3012,17,AW00014011,NULL,RogerG Shen,1956-05-07,S,"M         ",roger29@adventure-works.com,3,Partial College,Clerical,1,2,9873 Willow Avenue,NULL,1 (11) 500 555-0186
3013,27,AW00014012,NULL,EddieT Vazquez,1972-02-05,M,"M         ",eddie15@adventure-works.com,2,Bachelors,Management,1,2,6142 Kentucky Drive,NULL,1 (11) 500 555-0137
3014,31,AW00014013,NULL,JimmyV Blanco,1962-08-07,M,"M         ",jimmy19@adventure-works.com,3,High School,Skilled Manual,1,2,8519 Crivello Ave.,NULL,1 (11) 500 555-0173
3015,5,AW00014014,NULL,LeslieT Serrano,1962-09-23,M,"F         ",leslie17@adventure-works.com,3,High School,Skilled Manual,0,2,5252 Santa Fe,NULL,1 (11) 500 555-0160
3016,39,AW00014015,NULL,KurtR Lal,1956-10-16,M,"M         ",kurt8@adventure-works.com,3,High School,Skilled Manual,1,2,2538 Stafford Ave,NULL,1 (11) 500 555-0171
3017,9,AW00014016,Ms.,MaryR. Sandidge,1956-07-13,M,"M         ",mary9@adventure-works.com,3,High School,Skilled Manual,0,2,9390 Janin Pl.,NULL,113-555-0100
3018,359,AW00014017,NULL,ChloeC Rodriguez,1986-05-22,S,"F         ",chloe30@adventure-works.com,0,Partial College,Skilled Manual,0,2,7806 Reliez Valley Ct.,NULL,325-555-0134
3019,32,AW00014018,NULL,Nina  Rai,1957-07-01,M,"F         ",nina17@adventure-works.com,3,High School,Skilled Manual,1,2,6453 Coldwater Drive,NULL,1 (11) 500 555-0163
3020,33,AW00014019,NULL,Kathleen  Romero,1958-01-18,M,"F         ",kathleen11@adventure-works.com,3,High School,Skilled Manual,1,2,3651 Willow Lake Rd,NULL,1 (11) 500 555-0113
3021,38,AW00014020,NULL,KristineA Dominguez,1959-12-18,S,"F         ",kristine13@adventure-works.com,2,Partial College,Skilled Manual,0,2,8761 Dancing Court,NULL,1 (11) 500 555-0184
3022,623,AW00014021,NULL,Michelle  Richardson,1981-05-01,S,"F         ",michelle10@adventure-works.com,0,Partial College,Skilled Manual,1,2,2676 Santa Fe Street,NULL,590-555-0195
3023,627,AW00014022,NULL,Taylor  Lee,1980-12-02,S,"F         ",taylor68@adventure-works.com,0,High School,Skilled Manual,1,2,7413 Flora Ave.,NULL,626-555-0118
3024,311,AW00014023,NULL,BethJ Carlson,1981-04-13,S,"F         ",beth20@adventure-works.com,0,High School,Skilled Manual,1,2,2444 Piedmont,NULL,237-555-0170
3025,348,AW00014024,NULL,Hannah  Moore,1981-06-21,S,"F         ",hannah8@adventure-works.com,0,Partial College,Skilled Manual,0,2,923 Hill Drive,NULL,141-555-0124
3026,637,AW00014025,NULL,Robert  Alexander,1985-03-14,M,"M         ",robert30@adventure-works.com,0,High School,Skilled Manual,1,2,4286 NE 3rd Court,NULL,318-555-0116
3027,635,AW00014026,NULL,ChloeE Butler,1979-10-29,S,"F         ",chloe81@adventure-works.com,0,High School,Skilled Manual,1,2,2574 Napa,NULL,685-555-0116
3028,642,AW00014027,NULL,CarlosM Perez,1978-11-10,M,"M         ",carlos30@adventure-works.com,0,Partial College,Professional,0,2,281 Wesley Court,NULL,547-555-0191
3029,609,AW00014028,NULL,Patricia  Srini,1979-01-09,S,"F         ",patricia12@adventure-works.com,0,Partial College,Professional,0,2,3035 Blackfield Dr.,NULL,894-555-0142
3030,542,AW00014029,NULL,Christina  Morris,1982-02-19,M,"F         ",christina17@adventure-works.com,0,Partial College,Professional,1,2,6680 Brookdale Dr.,NULL,193-555-0194
3031,40,AW00014030,NULL,LawrenceM Sanz,1961-04-19,S,"M         ",lawrence19@adventure-works.com,2,High School,Skilled Manual,0,2,3841 Turner Dr.,NULL,1 (11) 500 555-0161
3032,10,AW00014031,NULL,Ruben  Suarez,1966-02-13,M,"M         ",ruben42@adventure-works.com,2,High School,Skilled Manual,1,2,2837 Hacienda Drive,NULL,1 (11) 500 555-0115
3033,15,AW00014032,NULL,ArthurL Chandra,1961-07-06,M,"M         ",arthur4@adventure-works.com,2,High School,Skilled Manual,0,2,1874 Orchid Ct,NULL,1 (11) 500 555-0196
3034,29,AW00014033,NULL,MelindaJ Torres,1968-02-16,S,"F         ",melinda7@adventure-works.com,2,High School,Professional,0,2,2895 Churchill Dr,NULL,1 (11) 500 555-0126
3035,12,AW00014034,NULL,Dennis  Liang,1969-04-04,S,"M         ",dennis18@adventure-works.com,0,Graduate Degree,Management,0,2,3155 Meadowbrook Court,NULL,1 (11) 500 555-0172
3036,329,AW00014035,NULL,Hunter  Hughes,1979-01-30,S,"M         ",hunter8@adventure-works.com,0,Bachelors,Management,1,1,7669 Willow Lake Rd,NULL,693-555-0168
3037,546,AW00014036,NULL,AmandaT Torres,1979-12-25,M,"F         ",amanda13@adventure-works.com,0,Partial College,Professional,1,2,6329 El Rancho Drive,NULL,159-555-0111
3038,299,AW00014037,NULL,Lydia  Sara,1979-10-20,M,"F         ",lydia9@adventure-works.com,0,Partial College,Professional,1,2,5613 East Narrows Drive,NULL,183-555-0132
3039,18,AW00014038,NULL,Madison  Foster,1965-05-21,M,"F         ",madison28@adventure-works.com,0,Graduate Degree,Management,1,3,5890 Yosemite Circle,NULL,1 (11) 500 555-0146
3040,39,AW00014039,NULL,Nathan  Wang,1970-09-15,S,"M         ",nathan21@adventure-works.com,0,Graduate Degree,Management,0,3,7070 East Avenue,NULL,1 (11) 500 555-0166
3041,316,AW00014040,NULL,StephanieS Morris,1968-05-08,S,"F         ",stephanie5@adventure-works.com,2,Partial High School,Skilled Manual,0,2,2062 Dos Encinas,NULL,979-555-0161
3042,70,AW00014041,NULL,Danielle  Bell,1968-03-30,S,"F         ",danielle16@adventure-works.com,2,Partial High School,Skilled Manual,1,2,8092 West Las Vegas,NULL,390-555-0199
3043,648,AW00014042,NULL,StephanieR Adams,1962-07-01,M,"F         ",stephanie60@adventure-works.com,2,High School,Professional,0,2,6516 Pine Tree Drive,NULL,492-555-0112
3044,547,AW00014043,NULL,Mary  Gonzalez,1962-08-28,S,"F         ",mary21@adventure-works.com,2,High School,Professional,1,2,4373 Sherry Circle,NULL,385-555-0161
3045,348,AW00014044,NULL,ThomasM Wright,1963-01-11,M,"M         ",thomas56@adventure-works.com,2,Partial College,Professional,1,0,2924 Michigan Blvd.,NULL,545-555-0114
3046,20,AW00014045,NULL,TanyaR Ramos,1972-10-02,M,"F         ",tanya14@adventure-works.com,5,Bachelors,Professional,1,4,6088 Clark Creek Rd,NULL,1 (11) 500 555-0186
3047,36,AW00014046,NULL,CherylG Sanz,1972-12-01,M,"F         ",cheryl23@adventure-works.com,4,Bachelors,Professional,1,0,9030 Louisiana Dr.,NULL,1 (11) 500 555-0113
3048,19,AW00014047,NULL,Linda  Alvarez,1968-04-13,S,"F         ",linda19@adventure-works.com,1,Partial College,Skilled Manual,0,1,4288 Hacienda,NULL,1 (11) 500 555-0112
3049,32,AW00014048,NULL,WyattA Mitchell,1967-10-01,M,"M         ",wyatt40@adventure-works.com,1,Bachelors,Professional,1,1,4794 Kim Court,NULL,1 (11) 500 555-0167
3050,23,AW00014049,NULL,Gina  Hernandez,1968-03-06,M,"F         ",gina4@adventure-works.com,1,Bachelors,Professional,1,1,2146 Twin View Drive,NULL,1 (11) 500 555-0161
3051,28,AW00014050,NULL,ManuelM Lopez,1971-11-13,S,"M         ",manuel15@adventure-works.com,0,Graduate Degree,Management,0,1,2396 Ancona Ct.,NULL,1 (11) 500 555-0146
3052,31,AW00014051,NULL,NathanielM Rivera,1982-10-08,S,"M         ",nathaniel18@adventure-works.com,0,Bachelors,Professional,1,1,2910 Boyd,NULL,1 (11) 500 555-0190
3053,26,AW00014052,NULL,JorgeO Ma,1977-06-22,S,"M         ",jorge18@adventure-works.com,0,Graduate Degree,Management,1,2,8702 Orchard View Ave,NULL,1 (11) 500 555-0183
3054,17,AW00014053,NULL,TamaraE Huang,1977-09-13,S,"F         ",tamara36@adventure-works.com,0,Graduate Degree,Management,0,2,7535 Roanoke Drive,NULL,1 (11) 500 555-0193
3055,40,AW00014054,NULL,Reginald  Martin,1965-10-08,M,"M         ",reginald8@adventure-works.com,1,Partial College,Skilled Manual,1,1,4091 Silver Oaks Place,NULL,1 (11) 500 555-0113
3056,14,AW00014055,NULL,Alejandro  Kumar,1965-12-31,M,"M         ",alejandro34@adventure-works.com,1,Partial College,Skilled Manual,1,1,1689 Boxwood Ln.,NULL,1 (11) 500 555-0133
3057,32,AW00014056,NULL,NelsonM Sanz,1965-10-25,M,"M         ",nelson19@adventure-works.com,1,Partial College,Skilled Manual,1,1,7219 Canyon Way,NULL,1 (11) 500 555-0161
3058,11,AW00014057,NULL,LanceI Alonso,1965-05-23,M,"M         ",lance8@adventure-works.com,1,Bachelors,Professional,1,1,9602 C St.,NULL,1 (11) 500 555-0115
3059,20,AW00014058,NULL,Johnny  Anand,1976-06-10,S,"M         ",johnny23@adventure-works.com,0,Bachelors,Professional,0,1,9318 Hawkridge Terrace,NULL,1 (11) 500 555-0132
3060,35,AW00014059,NULL,RodneyC Ramos,1976-12-18,M,"M         ",rodney13@adventure-works.com,5,Bachelors,Professional,1,4,5566 Brook Way,NULL,1 (11) 500 555-0186
3061,35,AW00014060,NULL,CedricA Sharma,1971-05-27,M,"M         ",cedric30@adventure-works.com,5,Bachelors,Professional,1,4,9704 Pineknoll,NULL,1 (11) 500 555-0111
3062,17,AW00014061,NULL,NaomiJ Torres,1970-12-30,M,"F         ",naomi12@adventure-works.com,5,Bachelors,Professional,1,4,6374 Las Palmas,NULL,1 (11) 500 555-0115
3063,25,AW00014062,NULL,MadisonA Clark,1970-01-15,S,"F         ",madison20@adventure-works.com,0,Bachelors,Professional,1,1,2203 Palm Ave.,NULL,1 (11) 500 555-0114
3064,8,AW00014063,Mr.,Patrick  Sands,1975-08-05,S,"F         ",patrick4@adventure-works.com,0,Bachelors,Professional,0,1,9788 Thors Bay Road,NULL,153-555-0100
3065,27,AW00014064,NULL,Stacey  Li,1969-12-07,S,"F         ",stacey3@adventure-works.com,0,Bachelors,Professional,0,1,666 Lafayette Street,NULL,1 (11) 500 555-0124
3066,23,AW00014065,NULL,Samuel  Diaz,1969-01-23,S,"M         ",samuel21@adventure-works.com,0,Bachelors,Professional,1,1,442 West Cliff Place,NULL,1 (11) 500 555-0127
3067,34,AW00014066,NULL,MelodyS Jimenez,1968-05-22,S,"F         ",melody6@adventure-works.com,1,Partial College,Skilled Manual,1,1,3888 Arnold Drive,NULL,1 (11) 500 555-0145
3068,35,AW00014067,NULL,Larry  Sanz,1967-10-18,S,"M         ",larry22@adventure-works.com,5,Bachelors,Professional,1,2,8790 Lay Brooke Way,NULL,1 (11) 500 555-0172
3069,12,AW00014068,NULL,Brent  McDonald,1967-12-02,M,"M         ",brent16@adventure-works.com,5,Bachelors,Professional,1,2,4566 Magnolia Ave.,NULL,1 (11) 500 555-0155
3070,12,AW00014069,NULL,JoyL Serrano,1973-02-17,M,"F         ",joy15@adventure-works.com,5,Bachelors,Professional,1,2,2333 Fillet Ave,NULL,1 (11) 500 555-0157
3071,38,AW00014070,NULL,RickyS Alonso,1964-05-09,S,"M         ",ricky8@adventure-works.com,2,Bachelors,Professional,1,1,946 Santa Barbara Rd.,NULL,1 (11) 500 555-0178
3072,26,AW00014071,NULL,JackJ Li,1964-05-26,S,"M         ",jack27@adventure-works.com,2,Bachelors,Management,0,1,746 Cast Street,NULL,1 (11) 500 555-0150
3073,21,AW00014072,NULL,Allen  Smith,1962-09-21,M,"M         ",allen7@adventure-works.com,1,Partial College,Skilled Manual,1,1,4458 Pine St.,NULL,1 (11) 500 555-0113
3074,34,AW00014073,NULL,GabrielC Alexander,1940-10-24,M,"M         ",gabriel16@adventure-works.com,2,Partial College,Clerical,0,2,1247 Violet Ct,NULL,1 (11) 500 555-0112
3075,23,AW00014074,NULL,Barbara  Xu,1954-12-05,M,"F         ",barbara36@adventure-works.com,2,High School,Skilled Manual,1,2,P.O. Box 2851,NULL,1 (11) 500 555-0125
3076,331,AW00014075,NULL,RobertA Harris,1982-05-20,S,"M         ",robert72@adventure-works.com,0,High School,Skilled Manual,1,2,1393 Winterberry Ct.,NULL,311-555-0184
3077,536,AW00014076,NULL,JustinJ Ross,1981-08-26,M,"M         ",justin0@adventure-works.com,0,High School,Skilled Manual,1,2,6912 Hamilton Avenue,NULL,605-555-0145
3078,62,AW00014077,NULL,Bryan  Townsend,1981-10-11,S,"M         ",bryan7@adventure-works.com,0,High School,Skilled Manual,1,2,4997 North Civic Dr.,NULL,478-555-0190
3079,50,AW00014078,NULL,RyanJ Alexander,1981-05-22,M,"M         ",ryan22@adventure-works.com,0,High School,Skilled Manual,1,2,5244 Black Walnut Ct.,NULL,120-555-0115
3080,53,AW00014079,NULL,LaurenJ Price,1981-09-11,S,"F         ",lauren47@adventure-works.com,0,High School,Skilled Manual,0,2,2812 East Lake Court,NULL,269-555-0123
3081,536,AW00014080,NULL,Cynthia  Srini,1981-11-16,S,"F         ",cynthia13@adventure-works.com,0,High School,Skilled Manual,1,2,274 Diane Ct,NULL,774-555-0185
3082,348,AW00014081,NULL,NicoleJ Butler,1985-10-04,M,"F         ",nicole63@adventure-works.com,0,High School,Skilled Manual,1,2,1996 Sand Pointe Lane,NULL,946-555-0142
3083,536,AW00014082,NULL,JohnnyL Jai,1985-11-03,S,"M         ",johnny12@adventure-works.com,0,High School,Skilled Manual,0,2,1289 Mt. Dias Blv.,NULL,861-555-0113
3084,623,AW00014083,NULL,Nathan  Lopez,1986-05-03,M,"M         ",nathan49@adventure-works.com,0,High School,Skilled Manual,1,2,748 Whitehall Drive,NULL,239-555-0122
3085,50,AW00014084,NULL,RobertL Lal,1985-11-03,S,"M         ",robert41@adventure-works.com,0,High School,Skilled Manual,0,2,1289 Mt. Dias Blv.,NULL,130-555-0176
3086,618,AW00014085,NULL,NathanW Garcia,1985-08-30,M,"M         ",nathan74@adventure-works.com,0,High School,Skilled Manual,0,2,2813 A St.,NULL,952-555-0168
3087,20,AW00014086,NULL,MauriceL Chander,1951-08-20,M,"M         ",maurice16@adventure-works.com,5,High School,Skilled Manual,0,2,849 Donegal Road,NULL,1 (11) 500 555-0115
3088,27,AW00014087,NULL,HaroldK Garcia,1942-11-02,S,"M         ",harold12@adventure-works.com,2,Bachelors,Management,1,2,5980 Icicle Circle,Unit H,1 (11) 500 555-0118
3089,553,AW00014088,NULL,Alexandra  Lopez,1983-11-22,S,"F         ",alexandra62@adventure-works.com,0,Partial High School,Clerical,1,2,2541 Waterview Place,NULL,142-555-0119
3090,316,AW00014089,NULL,KaitlynL Gray,1984-04-07,S,"F         ",kaitlyn62@adventure-works.com,0,High School,Skilled Manual,0,2,8778 So. Silver Spring,NULL,543-555-0126
3091,314,AW00014090,NULL,Jennifer  Lewis,1983-04-15,M,"F         ",jennifer48@adventure-works.com,0,Partial High School,Clerical,0,2,2119 Virginia Hills,NULL,387-555-0170
3092,54,AW00014091,NULL,LoganA Thomas,1983-02-10,S,"M         ",logan62@adventure-works.com,0,Partial High School,Clerical,0,2,2524 Coggins Drive,NULL,990-555-0184
3093,609,AW00014092,NULL,Maurice  Nath,1983-05-24,S,"M         ",maurice19@adventure-works.com,0,Partial High School,Clerical,1,2,9918 Scramble Rd.,NULL,145-555-0174
3094,300,AW00014093,NULL,JillianJ Arthur,1982-10-17,S,"F         ",jillian7@adventure-works.com,0,Partial High School,Clerical,1,2,2860 Brentwood Circle,NULL,586-555-0114
3095,383,AW00014094,NULL,Amanda  Russell,1982-11-07,S,"F         ",amanda41@adventure-works.com,0,High School,Skilled Manual,0,2,220 Rambling Rose Ave.,# 103,486-555-0161
3096,343,AW00014095,NULL,Paige  Griffin,1982-03-10,M,"F         ",paige20@adventure-works.com,0,High School,Skilled Manual,1,2,5749 Esperanza,NULL,885-555-0148
3097,62,AW00014096,NULL,SamuelD Green,1985-02-16,S,"M         ",samuel45@adventure-works.com,0,Partial High School,Clerical,0,2,7709 Redhead Way,NULL,652-555-0148
3098,607,AW00014097,NULL,Johnathan  Srini,1985-03-25,M,"M         ",johnathan10@adventure-works.com,0,High School,Skilled Manual,1,2,8315 Near Ct.,NULL,767-555-0193
3099,618,AW00014098,NULL,AllisonD Lopez,1984-10-21,M,"F         ",allison44@adventure-works.com,0,High School,Skilled Manual,1,2,9941 Clyde Street,NULL,972-555-0156
3100,13,AW00014099,NULL,Rafael  Lin,1945-05-23,M,"M         ",rafael8@adventure-works.com,2,Bachelors,Management,1,2,5265 Lorraine Ave.,NULL,1 (11) 500 555-0159
3101,39,AW00014100,NULL,Alisha  Xu,1952-05-15,M,"F         ",alisha29@adventure-works.com,2,Bachelors,Management,1,2,551 Almond Ave,NULL,1 (11) 500 555-0178
3102,10,AW00014101,NULL,FranklinA Lal,1948-03-10,M,"M         ",franklin26@adventure-works.com,2,Bachelors,Management,1,2,"9, rue Saint-Lazare",NULL,1 (11) 500 555-0146
3103,11,AW00014102,NULL,LisaL Huang,1947-08-27,S,"F         ",lisa9@adventure-works.com,2,Graduate Degree,Management,1,1,9762 Alvecedo,NULL,1 (11) 500 555-0168
3104,13,AW00014103,NULL,MoniqueW Blanco,1949-04-04,S,"F         ",monique12@adventure-works.com,2,Bachelors,Management,1,2,6658 Rheem Blvd,NULL,1 (11) 500 555-0125
3105,315,AW00014104,NULL,SydneyM James,1982-02-14,S,"F         ",sydney18@adventure-works.com,0,Partial College,Skilled Manual,0,1,2257 Gate Drive,NULL,928-555-0156
3106,336,AW00014105,NULL,Jackson  Zhang,1982-06-03,S,"M         ",jackson25@adventure-works.com,0,Partial College,Skilled Manual,0,1,9532 Clay Rd,NULL,739-555-0115
3107,348,AW00014106,NULL,Melissa  Hughes,1981-07-12,S,"F         ",melissa6@adventure-works.com,0,Partial College,Skilled Manual,0,1,9391 80th St,NULL,976-555-0182
3108,50,AW00014107,NULL,AlexandraJ Garcia,1981-01-20,S,"F         ",alexandra80@adventure-works.com,0,High School,Skilled Manual,1,2,6014 La Vista Circle,NULL,502-555-0184
3109,54,AW00014108,NULL,ThomasA Yang,1980-10-04,S,"M         ",thomas30@adventure-works.com,0,High School,Skilled Manual,1,2,9884 S. Villa Way,NULL,507-555-0173
3110,359,AW00014109,NULL,AidanG Gonzales,1980-02-20,M,"M         ",aidan18@adventure-works.com,0,Partial College,Skilled Manual,0,1,4829 D St.,NULL,603-555-0189
3111,52,AW00014110,NULL,DakotaT Simmons,1978-12-09,S,"M         ",dakota12@adventure-works.com,0,Partial College,Skilled Manual,0,1,8206 Green Valley Road,NULL,209-555-0174
3112,546,AW00014111,NULL,MichaelK Anderson,1978-05-22,S,"M         ",michael42@adventure-works.com,0,Partial College,Skilled Manual,0,2,7403 N. Broadway,NULL,306-555-0141
3113,310,AW00014112,NULL,CharlesW Sanchez,1978-05-06,S,"M         ",charles65@adventure-works.com,0,Partial College,Skilled Manual,0,2,9161 Napa St.,NULL,612-555-0177
3114,644,AW00014113,NULL,NatalieL Lopez,1977-10-20,S,"F         ",natalie64@adventure-works.com,0,Partial College,Skilled Manual,0,2,9590 Rahn Court,NULL,421-555-0147
3115,312,AW00014114,NULL,ChloeC Martin,1977-07-06,M,"F         ",chloe25@adventure-works.com,0,Partial College,Skilled Manual,0,2,4215 Arleda Lane,NULL,989-555-0160
3116,539,AW00014115,NULL,Samantha  Gonzales,1983-06-01,S,"F         ",samantha39@adventure-works.com,0,Bachelors,Management,0,1,406 Countrywood Ct.,NULL,701-555-0179
3117,638,AW00014116,NULL,BriannaM Torres,1973-08-17,S,"F         ",brianna40@adventure-works.com,0,Bachelors,Management,0,1,6152 Buckingham Dr.,NULL,617-555-0112
3118,648,AW00014117,NULL,EmmaG Cook,1974-04-22,S,"F         ",emma29@adventure-works.com,0,Bachelors,Management,0,1,8067 Olympic Drive,NULL,746-555-0112
3119,62,AW00014118,NULL,ElizabethE Ross,1978-07-10,S,"F         ",elizabeth33@adventure-works.com,1,Bachelors,Management,1,2,9682 Bon Homme Way,NULL,436-555-0128
3120,52,AW00014119,NULL,Paige  Cooper,1972-12-08,S,"F         ",paige32@adventure-works.com,0,Graduate Degree,Management,1,1,3998 Bouncing Road,NULL,336-555-0181
3121,299,AW00014120,NULL,GabrielleS Cooper,1972-12-14,M,"F         ",gabrielle9@adventure-works.com,0,Bachelors,Management,1,2,3467 Monetary Way,NULL,357-555-0151
3122,611,AW00014121,NULL,Devon  Goel,1973-01-09,S,"M         ",devon16@adventure-works.com,0,Graduate Degree,Management,0,2,1318 Lasalle Street,NULL,302-555-0194
3123,337,AW00014122,NULL,Kaitlyn  Miller,1953-02-09,M,"F         ",kaitlyn28@adventure-works.com,5,Bachelors,Management,1,2,1692 Alpine Rd.,NULL,828-555-0161
3124,22,AW00014123,NULL,ErickE Mehta,1985-06-09,M,"M         ",erick13@adventure-works.com,0,Partial College,Manual,1,1,2338 Mozden Lane,Unit B,1 (11) 500 555-0198
3125,4,AW00014124,NULL,Justin  Li,1986-03-11,M,"M         ",justin23@adventure-works.com,0,Partial College,Manual,0,1,1901 Missing Canyon Court,NULL,1 (11) 500 555-0113
3126,29,AW00014125,NULL,ShaneY Gonzalez,1983-11-16,S,"M         ",shane21@adventure-works.com,0,Partial College,Manual,1,1,9293 Mt. Washington Way,NULL,1 (11) 500 555-0117
3127,39,AW00014126,NULL,AndyL Dominguez,1984-04-11,M,"M         ",andy17@adventure-works.com,0,Partial College,Manual,0,1,369 Roslyn Drive,NULL,1 (11) 500 555-0170
3128,21,AW00014127,NULL,LaceyL Zhang,1981-08-07,M,"F         ",lacey12@adventure-works.com,0,High School,Manual,1,2,6085 B Wildbrook Ct.,NULL,1 (11) 500 555-0189
3129,26,AW00014128,NULL,IanW Harris,1984-07-19,S,"M         ",ian13@adventure-works.com,1,High School,Manual,0,0,3859 Anyway Street,NULL,1 (11) 500 555-0194
3130,15,AW00014129,NULL,MonicaA Martinez,1985-04-16,M,"F         ",monica17@adventure-works.com,0,Bachelors,Clerical,1,0,9018 Vallet Crest Drive,NULL,1 (11) 500 555-0162
3131,7,AW00014130,NULL,Rebekah  Serrano,1984-09-10,M,"F         ",rebekah36@adventure-works.com,0,Bachelors,Clerical,0,0,9037 Valley High Dr.,NULL,1 (11) 500 555-0118
3132,2,AW00014131,NULL,Javier  Navarro,1984-02-13,M,"M         ",javier4@adventure-works.com,0,Bachelors,Clerical,1,0,5671 Dimaggio Way,NULL,1 (11) 500 555-0169
3133,39,AW00014132,NULL,Brandon  Ross,1982-07-20,S,"M         ",brandon1@adventure-works.com,1,High School,Manual,0,0,4657 Price Lane,NULL,1 (11) 500 555-0187
3134,25,AW00014133,NULL,RicardoK Kumar,1983-05-16,S,"M         ",ricardo7@adventure-works.com,0,Bachelors,Clerical,1,0,4496 Hurlstone Ct.,NULL,1 (11) 500 555-0119
3135,28,AW00014134,NULL,CassandraC Fernandez,1982-12-11,S,"F         ",cassandra17@adventure-works.com,0,Partial College,Manual,0,0,8598 Sharon Dr.,NULL,1 (11) 500 555-0138
3136,188,AW00014135,NULL,Clayton  Xie,1949-02-06,M,"M         ",clayton23@adventure-works.com,1,Partial College,Manual,1,0,"1, rue de la Cavalerie",NULL,1 (11) 500 555-0145
3137,223,AW00014136,NULL,Louis  She,1948-10-02,M,"M         ",louis17@adventure-works.com,2,Partial College,Manual,1,0,"112, boulevard Tremblay",NULL,1 (11) 500 555-0125
3138,155,AW00014137,NULL,JoyA Ruiz,1949-04-04,M,"F         ",joy3@adventure-works.com,2,Partial College,Manual,1,1,Erftplatz 9,NULL,1 (11) 500 555-0144
3139,133,AW00014138,NULL,VincentM He,1949-04-14,S,"M         ",vincent18@adventure-works.com,2,Partial College,Manual,1,1,Wolfgangstraße 48,NULL,1 (11) 500 555-0124
3140,168,AW00014139,NULL,Meredith  Sai,1966-09-22,M,"F         ",meredith4@adventure-works.com,4,Graduate Degree,Clerical,1,0,Parkstr 4852,NULL,1 (11) 500 555-0158
3141,160,AW00014140,NULL,Meagan  Sai,1967-01-05,M,"F         ",meagan6@adventure-works.com,4,Graduate Degree,Clerical,1,0,Helsenbergbogen 6,NULL,1 (11) 500 555-0142
3142,190,AW00014141,NULL,Ana  Bryant,1965-12-09,S,"F         ",ana16@adventure-works.com,1,High School,Manual,0,1,"4212, rue Saint-Lazare",NULL,1 (11) 500 555-0113
3143,154,AW00014142,NULL,DamienA Zheng,1966-03-13,M,"M         ",damien15@adventure-works.com,1,High School,Manual,1,1,3951 Panoramic Avenue,NULL,1 (11) 500 555-0123
3144,246,AW00014143,NULL,Jill  Sandoval,1971-03-10,S,"F         ",jill28@adventure-works.com,1,Partial College,Manual,0,0,5901 F Mt Hood Circle,NULL,1 (11) 500 555-0197
3145,226,AW00014144,NULL,LeeA Gutierrez,1965-04-09,M,"M         ",lee9@adventure-works.com,1,High School,Manual,1,1,"1, rue de la Centenaire",NULL,1 (11) 500 555-0177
3146,197,AW00014145,NULL,JessieJ Ye,1964-08-14,S,"M         ",jessie14@adventure-works.com,1,High School,Manual,0,1,"3669, rue des Pyrenees",NULL,1 (11) 500 555-0178
3147,238,AW00014146,NULL,ToniE Sara,1965-01-18,M,"F         ",toni10@adventure-works.com,2,Partial College,Manual,1,1,3768 Door Way,NULL,1 (11) 500 555-0160
3148,155,AW00014147,NULL,MarcusM Rivera,1963-09-14,M,"M         ",marcus83@adventure-works.com,1,Graduate Degree,Clerical,1,0,Zimmerstr 311,NULL,1 (11) 500 555-0129
3149,133,AW00014148,NULL,ShaunL Sharma,1963-09-09,M,"M         ",shaun10@adventure-works.com,1,Graduate Degree,Clerical,1,0,Unter Linden 924,NULL,1 (11) 500 555-0121
3150,121,AW00014149,NULL,Donald  Srini,1977-04-22,M,"M         ",donald10@adventure-works.com,3,Bachelors,Clerical,1,0,Zur Lindung 4,NULL,1 (11) 500 555-0118
3151,243,AW00014150,NULL,BillyJ Munoz,1964-08-20,M,"M         ",billy9@adventure-works.com,3,Bachelors,Clerical,1,0,4650 Franklin Canyon Road,NULL,1 (11) 500 555-0127
3152,188,AW00014151,NULL,MarieE Martin,1981-10-22,S,"F         ",marie24@adventure-works.com,2,High School,Manual,1,0,"35, route de Marseille",NULL,1 (11) 500 555-0164
3153,190,AW00014152,NULL,Luke  Turner,1975-09-07,S,"M         ",luke36@adventure-works.com,0,Partial College,Manual,0,1,"1, rue de Maubeuge",NULL,1 (11) 500 555-0117
