_id,employee_ID,acl,employee_compensation.acl,employee_compensation.salary,employee_compensation.stock_award,employee_compensation.programs.acl,employee_compensation.programs.401K_contrib,employee_compensation.programs.health_plan,employee_compensation.programs.spp,employee_grade,team,age,first_name,last_name,gender,phone,address
59d288690e3733b153a93ab6,a342f60f-0dc5-4c1c-a74f-459f764f2b59,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",111593,4050,"[""Finance"",""Executive""]",0.18,true,0.02,3,Blue,45,Francis,Carpenter,female,+1 (854) 514-2024,"562 Friel Place, Longbranch, Palau, 08763"
59d288690e3733b153a93ac0,57576f95-70ae-44ce-abeb-11695b7bb682,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",154272,2133,"[""Finance"",""Executive""]",0.23,true,0.07,1,Green,38,Brewer,Johns,male,+1 (897) 593-2031,"192 Doughty Street, Vandiver, Illinois, 25090"
59d288690e3733b153a93aee,dded09e0-6015-4d60-a1e6-e383c069a0ec,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",144934,1278,"[""Finance"",""Executive""]",0.15,true,0.05,3,Blue,59,Myers,Jimenez,male,+1 (995) 491-3442,"650 Randolph Street, Forestburg, District Of Columbia, 90409"
59d288690e3733b153a93b07,bd24a318-c45d-4f13-b62f-fc302a1fc40a,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",147205,1471,"[""Finance"",""Executive""]",0.06,false,0.04,1,Red,50,Price,Cameron,male,+1 (974) 489-2976,"851 Lee Avenue, Crucible, Kentucky, 54747"
59d288690e3733b153a93b13,2553d848-d11c-4a1a-b177-605e74a41d78,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",116703,1085,"[""Finance"",""Executive""]",0.03,false,0.07,1,Green,63,Laverne,Reeves,female,+1 (823) 469-3458,"526 Ashland Place, Veguita, Kansas, 48528"
59d288690e3733b153a93b21,bbf52639-f683-477e-9296-2112bba97a24,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",139038,2982,"[""Finance"",""Executive""]",0.1,false,0.09,1,Orange,62,Rollins,Dean,male,+1 (895) 470-2593,"677 Hutchinson Court, Robinette, Ohio, 98964"
59d288690e3733b153a93b3e,b18886d6-e1d2-442d-b816-f054339135a1,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",156704,2822,"[""Finance"",""Executive""]",0.06,true,0.07,1,Blue,63,Isabelle,Hickman,female,+1 (863) 578-3608,"501 Ash Street, Albrightsville, West Virginia, 36795"
59d288690e3733b153a93a31,ed9d0196-9c80-4893-b5f0-9d40beb189e5,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",155769,1258,"[""Finance"",""Executive""]",0.08,true,0,3,Green,64,Autumn,Cantu,female,+1 (934) 565-2218,"721 Llama Court, Rockbridge, Virginia, 51131"
59d288690e3733b153a93a6c,8394cead-a490-4eeb-811e-92eed4eacdaf,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",155644,3249,"[""Finance"",""Executive""]",0.06,false,0.05,2,Red,55,Lilly,Burton,female,+1 (888) 445-2456,"701 Garland Court, Abrams, South Dakota, 86059"
59d288690e3733b153a93a7c,5b1dc1fc-a745-4c66-beae-b24f7641bc10,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",144079,4045,"[""Finance"",""Executive""]",0.03,true,0.04,3,Violet,49,Nunez,Hogan,male,+1 (925) 494-2185,"642 Grimes Road, Charco, Palau, 23141"
59d288690e3733b153a93aa7,c6f2af72-b0c9-4494-837c-0f3b804e791f,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",104463,3433,"[""Finance"",""Executive""]",0.13,false,0.08,1,Violet,35,Riley,Hobbs,male,+1 (835) 485-3733,"701 Midwood Street, Edinburg, Washington, 68806"
59d288690e3733b153a93aab,22e1e50a-b615-4019-9841-df21e7cd85d9,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",136649,3308,"[""Finance"",""Executive""]",0.18,true,0.08,2,Yellow,41,Jeannette,Avila,female,+1 (882) 454-3174,"413 Applegate Court, Slovan, Wisconsin, 48646"
59d288690e3733b153a93ab9,a3ee8024-164b-4c77-ad09-a9b7bae1d534,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",158246,3339,"[""Finance"",""Executive""]",0.19,false,0,2,Indigo,36,Burgess,Sharp,male,+1 (897) 539-2423,"490 Rockwell Place, Remington, Vermont, 50572"
59d288690e3733b153a93ac7,0d949a6c-1011-4b51-a2d4-00144dd40839,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",112883,1592,"[""Finance"",""Executive""]",0.08,false,0.06,2,Yellow,56,Tricia,Graham,female,+1 (974) 545-2255,"761 Cameron Court, Grenelefe, Iowa, 34608"
59d288690e3733b153a93adb,e82fc087-8cdb-4f85-9cde-0be0b3d35994,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",101381,3093,"[""Finance"",""Executive""]",0.24,false,0.06,3,Indigo,36,Adele,Nielsen,female,+1 (912) 518-2944,"906 Glen Street, Ahwahnee, North Carolina, 56987"
59d288690e3733b153a93ae4,e013e837-61df-4a28-abc1-cad18c12f69c,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",136670,4104,"[""Finance"",""Executive""]",0.24,true,0.06,3,Violet,39,Livingston,Carrillo,male,+1 (991) 471-3354,"688 Stratford Road, Blanco, South Dakota, 21451"
59d288690e3733b153a93ae6,119b6cbe-1349-4f1e-ac44-9f93cc3e159e,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",144403,4120,"[""Finance"",""Executive""]",0.23,true,0.02,1,Red,63,Melody,Wyatt,female,+1 (919) 416-2082,"798 Hornell Loop, Woodburn, Federated States Of Micronesia, 27379"
59d288690e3733b153a93ae7,ee335092-567e-446a-96a8-178c99751945,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",129662,4364,"[""Finance"",""Executive""]",0.03,false,0.04,1,Blue,49,Munoz,Reyes,male,+1 (962) 517-3841,"206 Jackson Street, Hickory, Wisconsin, 63118"
59d288690e3733b153a93ae8,816b97a3-05db-4c93-bc6e-78608cf4209b,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",128053,1362,"[""Finance"",""Executive""]",0.15,true,0.07,2,Violet,41,Robinson,Hess,male,+1 (991) 506-2982,"942 Beard Street, Teasdale, Idaho, 96418"
59d288690e3733b153a93af5,f82a5915-a303-4e14-9525-65f127443e38,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",154916,1052,"[""Finance"",""Executive""]",0.22,true,0.03,1,Yellow,61,Allie,Dawson,female,+1 (997) 463-2108,"744 Bank Street, Carrizo, Hawaii, 17126"
59d288690e3733b153a93af8,107e97f3-a142-43e4-bad6-a965344bb592,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",134923,2247,"[""Finance"",""Executive""]",0.04,true,0.1,1,Violet,33,Noble,Mcdowell,male,+1 (804) 473-3179,"590 John Street, Hoehne, Wyoming, 20685"
59d288690e3733b153a93afe,b8520a3d-1e13-4678-8c62-d1f524453e35,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",147539,3224,"[""Finance"",""Executive""]",0.09,false,0,1,Orange,22,Josephine,Saunders,female,+1 (821) 548-2250,"969 Lawn Court, Loveland, Guam, 51923"
59d288690e3733b153a93b0f,67d7d6c1-6207-473b-b690-8c258c35d743,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",141662,4851,"[""Finance"",""Executive""]",0.11,false,0.09,2,Green,33,Morin,Stanley,male,+1 (902) 438-2384,"479 Ridge Court, Dana, Tennessee, 11406"
59d288690e3733b153a93b37,a426b2f6-6512-42e9-9c04-04dff8b79f8e,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",157365,4697,"[""Finance"",""Executive""]",0.2,false,0.1,3,Blue,42,Austin,Day,male,+1 (997) 484-2449,"317 Broadway , Virgie, Missouri, 28373"
59d288690e3733b153a93b39,ce61c80b-ff8d-468f-a649-e246c2beefd4,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",119070,1028,"[""Finance"",""Executive""]",0.16,false,0.09,2,Violet,26,Kelly,Ferguson,male,+1 (903) 576-3527,"974 Boulevard Court, Dale, Northern Mariana Islands, 68881"
59d288690e3733b153a93b3b,dd864bf5-d9c5-4b6f-ab87-8dfd394784a9,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",118683,4640,"[""Finance"",""Executive""]",0.01,false,0.02,2,Red,54,Sparks,Mosley,male,+1 (910) 596-3592,"352 Downing Street, Nelson, Alaska, 43537"
59d288690e3733b153a93b43,f026dc17-bc5d-4721-a7d0-e66c2bcfa194,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",131475,4953,"[""Finance"",""Executive""]",0.17,true,0.1,3,Red,29,Day,Hopper,male,+1 (869) 409-2947,"874 Boardwalk , Cetronia, Connecticut, 49374"
59d288690e3733b153a93b4b,6b325f55-f4c4-4b30-94ba-f28d4c7bf6ee,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",101921,3821,"[""Finance"",""Executive""]",0.24,true,0.03,3,Orange,57,Pruitt,Henderson,male,+1 (828) 568-2575,"717 Waldane Court, Staples, Maryland, 51061"
59d288690e3733b153a93b59,ff51607b-5a1d-44ac-91bf-35541f749509,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",125078,4390,"[""Finance"",""Executive""]",0.03,false,0.01,1,Yellow,37,Terrell,Berger,male,+1 (949) 540-3650,"844 Pioneer Street, Tecolotito, South Dakota, 62121"
59d288690e3733b153a93a49,872f6094-9654-4286-a22e-690b41facc6f,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",101791,2222,"[""Finance"",""Executive""]",0.11,false,0.04,2,Red,64,Houston,Palmer,male,+1 (908) 425-2132,"375 Bond Street, Guilford, Colorado, 13563"
59d288690e3733b153a93a4a,495bbb5b-b3c7-40bc-b4e7-7bb1ffb0bea8,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",105795,1071,"[""Finance"",""Executive""]",0.15,false,0.03,2,Green,62,Alicia,Meyer,female,+1 (861) 528-3262,"386 Bowery Street, Dragoon, Utah, 53434"
59d288690e3733b153a93a59,2520e52d-beb6-4e5b-a7fc-305e8a63cccb,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",115944,2990,"[""Finance"",""Executive""]",0.12,true,0.02,1,Violet,19,Whitfield,Oliver,male,+1 (886) 425-3460,"921 Devoe Street, Sexton, Michigan, 11225"
59d288690e3733b153a93a7a,9a2e578a-0a26-423b-ad1b-6678cfe1a62e,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",134087,4487,"[""Finance"",""Executive""]",0.15,false,0.05,1,Indigo,47,Luella,Morgan,female,+1 (812) 563-2116,"707 Lewis Avenue, Boonville, Oregon, 90704"
59d288690e3733b153a93a8c,73b9bbdf-d644-4524-b704-6431c70adc45,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",146977,3232,"[""Finance"",""Executive""]",0.09,false,0.01,3,Indigo,49,Moran,Lang,male,+1 (887) 473-3224,"404 Central Avenue, Sandston, Alaska, 07431"
59d288690e3733b153a93ab7,a9221494-ad67-42a0-bd1a-4406c0905171,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",107550,2854,"[""Finance"",""Executive""]",0.23,true,0.1,3,Green,61,Robert,Case,female,+1 (939) 401-3042,"303 Montauk Avenue, Hannasville, Minnesota, 89665"
59d288690e3733b153a93acc,aa8c1555-5405-4ca1-87eb-b2c26d204742,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",106126,1070,"[""Finance"",""Executive""]",0.05,true,0,2,Red,35,Chase,Fuller,male,+1 (999) 549-2983,"104 McClancy Place, Enoree, Kentucky, 63364"
59d288690e3733b153a93add,f93bfda7-5ca2-42a8-98d1-48b9641c14b7,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",113789,3089,"[""Finance"",""Executive""]",0.08,false,0.05,2,Indigo,35,Karen,Abbott,female,+1 (872) 534-3381,"446 Lefferts Place, Belmont, Marshall Islands, 63003"
59d288690e3733b153a93adf,2f6eeb04-9a4c-4722-aca6-dd110d49881d,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",154395,3225,"[""Finance"",""Executive""]",0,true,0.04,3,Blue,25,Teri,Bass,female,+1 (830) 437-2624,"215 Hicks Street, Topanga, Mississippi, 34659"
59d288690e3733b153a93ae2,a7166d08-0aa2-465b-b598-b1902a45fcda,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",120219,2373,"[""Finance"",""Executive""]",0.01,false,0.03,2,Violet,32,Brooke,Burch,female,+1 (872) 577-3973,"287 Wakeman Place, Bethpage, Puerto Rico, 61705"
59d288690e3733b153a93ae3,f59de387-7a76-45b5-8263-f77a22dadb19,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",107989,4855,"[""Finance"",""Executive""]",0.2,true,0.04,2,Violet,54,Hannah,Poole,female,+1 (951) 585-2706,"656 Stoddard Place, Morgandale, Washington, 93220"
59d288690e3733b153a93af7,45f3c473-ce7a-4a2b-bd94-6e274ad9ae97,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",153881,4752,"[""Finance"",""Executive""]",0.19,false,0.07,2,Indigo,50,Schwartz,Sheppard,male,+1 (899) 552-2286,"461 Everit Street, Beason, Delaware, 51009"
59d288690e3733b153a93af9,449f56fe-80db-42ed-ab06-bca5fa02367d,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",156115,1741,"[""Finance"",""Executive""]",0.06,true,0.1,1,Blue,25,Gregory,Craft,male,+1 (856) 492-3204,"213 Jefferson Street, Bethany, Colorado, 71121"
59d288690e3733b153a93b08,cd4b6967-e585-4e61-8f5b-1d90d0997525,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",157085,1917,"[""Finance"",""Executive""]",0.16,false,0.1,1,Green,40,Muriel,Finley,female,+1 (810) 502-3841,"769 Wyckoff Avenue, Kingstowne, Arizona, 31312"
59d288690e3733b153a93b11,cfc5b743-3a01-47d5-a269-dc12ac75bacb,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",103508,3885,"[""Finance"",""Executive""]",0.12,true,0.03,2,Indigo,26,Molina,Suarez,male,+1 (923) 554-2518,"345 Micieli Place, Longoria, Maryland, 02491"
59d288690e3733b153a93b16,88f9aa77-d03c-4cb7-847f-a78f05007dc0,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",147440,3543,"[""Finance"",""Executive""]",0.18,false,0.1,3,Red,18,Jacquelyn,Walker,female,+1 (924) 488-2417,"342 Albee Square, Wedgewood, Nevada, 53431"
59d288690e3733b153a93b2f,38f155c0-4485-4f6d-9127-21eef974e86f,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",152039,1158,"[""Finance"",""Executive""]",0.19,true,0.09,2,Red,30,Gabrielle,Crosby,female,+1 (839) 468-2678,"340 Kensington Walk, Norwood, Maine, 25890"
59d288690e3733b153a93b3a,926e3dde-8de0-4ac6-a748-3b5bcf23a135,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",116858,4533,"[""Finance"",""Executive""]",0.07,true,0,2,Orange,48,Misty,Navarro,female,+1 (928) 531-3976,"841 Harwood Place, Connerton, Massachusetts, 49379"
59d288690e3733b153a93b4a,45cf700a-421d-40b3-b91a-56ff5e9a06a5,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",129536,2657,"[""Finance"",""Executive""]",0.17,true,0.06,3,Orange,33,Marilyn,Maldonado,female,+1 (947) 598-2926,"136 Falmouth Street, Rushford, New York, 78453"
59d288690e3733b153a93b56,e5fcd465-22b6-46c6-9836-5f35aa989a35,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",134144,2135,"[""Finance"",""Executive""]",0.13,true,0.1,2,Blue,57,Curtis,Daugherty,male,+1 (875) 428-2272,"916 Perry Terrace, Cherokee, Mississippi, 53342"
59d288690e3733b153a93b5b,867d6e0d-5f07-46d7-b291-f7bbd753aa88,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",137060,2437,"[""Finance"",""Executive""]",0.13,false,0.02,1,Yellow,27,Wright,Mcbride,male,+1 (835) 518-3792,"893 Bushwick Court, Grazierville, Ohio, 83816"
59d288690e3733b153a93b68,6b5c95b0-bcfe-4b38-80ee-15408f493548,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",122613,2243,"[""Finance"",""Executive""]",0.03,true,0,2,Yellow,57,Tara,Reynolds,female,+1 (861) 469-3603,"657 Oceanview Avenue, Allentown, Maine, 46524"
59d288690e3733b153a93a50,35a18d08-dc70-4959-bde3-0842ab9a2cfb,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",102412,3755,"[""Finance"",""Executive""]",0.09,true,0.03,1,Blue,60,Gould,Padilla,male,+1 (801) 519-3610,"293 Highland Place, Juarez, Guam, 35658"
59d288690e3733b153a93a56,9c1b1b2a-8319-41ac-b4f2-e939bff4c108,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",158666,4184,"[""Finance"",""Executive""]",0.02,false,0.03,1,Orange,31,Mae,Frank,female,+1 (846) 526-2725,"676 Henry Street, Hanover, Kentucky, 68864"
59d288690e3733b153a93a5e,810a758c-c466-4834-8a24-b9296aa47717,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",128121,4877,"[""Finance"",""Executive""]",0.22,true,0.09,2,Indigo,25,Erika,Wynn,female,+1 (802) 454-2603,"131 Schenck Place, Naomi, New Mexico, 91585"
59d288690e3733b153a93a72,f6baa3e2-5e7e-45e5-90f2-a41798a7e39c,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",124814,1823,"[""Finance"",""Executive""]",0.24,true,0.05,3,Orange,43,Kemp,Figueroa,male,+1 (907) 595-3753,"294 Chester Court, Madaket, Federated States Of Micronesia, 28724"
59d288690e3733b153a93a73,9c9d1600-12b4-4110-b584-a0ef5c0aef4b,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",100671,2765,"[""Finance"",""Executive""]",0.24,false,0.02,1,Violet,55,Aurelia,Waters,female,+1 (828) 460-2670,"728 Hendrix Street, Kula, Wisconsin, 41755"
59d288690e3733b153a93a78,33d65214-35d7-41a4-8540-9b882b52b188,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",137316,1719,"[""Finance"",""Executive""]",0.11,false,0.1,1,Orange,48,Schultz,Golden,male,+1 (920) 563-2500,"379 Middagh Street, Utting, District Of Columbia, 57197"
59d288690e3733b153a93a7f,85968c40-2cb5-4faa-a8e0-619abd42ac2f,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",106172,4778,"[""Finance"",""Executive""]",0.03,false,0.01,1,Green,64,Bette,Nicholson,female,+1 (825) 422-3024,"938 Prospect Street, Snowville, Hawaii, 08432"
59d288690e3733b153a93a8f,1e49cf55-ced0-4e12-a482-be37b0d67be8,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",113142,2718,"[""Finance"",""Executive""]",0.25,true,0.08,2,Blue,62,Gay,Estes,female,+1 (908) 469-2258,"651 Kane Street, Aurora, Nebraska, 89483"
59d288690e3733b153a93aa2,4a11618a-f38c-4cc4-b1b1-e825a22f9fb1,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",140375,3038,"[""Finance"",""Executive""]",0.24,true,0.04,1,Red,19,Smith,Compton,male,+1 (990) 435-2444,"169 Hamilton Walk, Darlington, North Carolina, 13317"
59d288690e3733b153a93aa9,1ecf89b7-7ce9-41e4-be36-716de253cb20,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",127805,2928,"[""Finance"",""Executive""]",0.04,false,0.02,3,Red,63,Selma,Robinson,female,+1 (861) 407-2550,"225 Fillmore Avenue, Floriston, Federated States Of Micronesia, 49630"
59d288690e3733b153a93abb,7d86a62f-dc60-4084-8e63-612892d7c3ba,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",147861,4940,"[""Finance"",""Executive""]",0.19,true,0.02,1,Blue,28,Baxter,Combs,male,+1 (807) 420-2831,"889 Gelston Avenue, Wyano, Maine, 87379"
59d288690e3733b153a93ade,e28dd9af-c6c7-412c-9531-e563a2341d07,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",158614,3298,"[""Finance"",""Executive""]",0.08,false,0.03,2,Blue,33,Emily,Huff,female,+1 (932) 547-2622,"552 Matthews Court, Catherine, Pennsylvania, 61370"
59d288690e3733b153a93af0,62ee1ea9-2223-4e4a-b77f-59dd49ba3a32,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",121231,3761,"[""Finance"",""Executive""]",0.07,false,0.02,3,Red,52,Byers,Kramer,male,+1 (885) 513-3538,"828 Winthrop Street, Westerville, American Samoa, 13652"
59d288690e3733b153a93af6,efa64718-7805-44f4-bec8-f51e88c72128,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",108694,2129,"[""Finance"",""Executive""]",0.01,false,0.02,3,Yellow,64,May,Richardson,female,+1 (837) 558-3468,"223 Oakland Place, Caspar, Vermont, 08426"
59d288690e3733b153a93b00,fcce85a0-0fc0-415c-96aa-de50cad55366,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",109195,3246,"[""Finance"",""Executive""]",0.1,false,0.02,2,Violet,26,Johnnie,Snider,female,+1 (939) 538-2470,"294 Seagate Terrace, Coral, Massachusetts, 91136"
59d288690e3733b153a93b02,66a2d082-136d-4045-b1ac-c634998bed83,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",101903,2287,"[""Finance"",""Executive""]",0.08,true,0.06,1,Blue,44,Rowland,Calhoun,male,+1 (924) 535-2505,"392 Wolf Place, Imperial, Alaska, 79783"
59d288690e3733b153a93b04,2a9a1c0d-8170-4d46-a08e-eecc6a061eca,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",119276,4476,"[""Finance"",""Executive""]",0.19,false,0.08,3,Yellow,23,Tonya,Jackson,female,+1 (818) 593-3490,"864 Bliss Terrace, Kidder, Iowa, 81577"
59d288690e3733b153a93b1c,0b75017c-9a38-40c2-9762-cbc40d032e7b,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",145118,2736,"[""Finance"",""Executive""]",0.05,false,0.06,3,Yellow,52,Beatrice,Rivera,female,+1 (938) 594-2604,"527 Oxford Walk, Caln, Indiana, 09169"
59d288690e3733b153a93b29,cacfacdf-fcde-458d-b9fa-ae4e929b4fe7,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",147518,1237,"[""Finance"",""Executive""]",0.09,true,0.04,1,Indigo,59,Tanisha,Davenport,female,+1 (873) 573-2435,"646 Jamison Lane, Elliott, District Of Columbia, 69064"
59d288690e3733b153a93b35,cd6a9d9f-2a44-4e63-ac95-1889d4704d05,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",148218,4225,"[""Finance"",""Executive""]",0.17,false,0.05,3,Indigo,47,Reyes,Becker,male,+1 (917) 437-2203,"203 Gotham Avenue, Belvoir, Utah, 98404"
59d288690e3733b153a93b53,0bdcd7c0-03c4-4223-bb05-f0bd4a94aaed,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",143908,4558,"[""Finance"",""Executive""]",0.07,true,0.08,3,Yellow,53,Porter,Moss,male,+1 (968) 409-2932,"716 Manor Court, Kempton, Marshall Islands, 08360"
59d288690e3733b153a93b55,17912141-b9bd-4fcb-9821-780089fc00b1,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",122415,3020,"[""Finance"",""Executive""]",0.21,true,0,3,Indigo,37,Mason,Joyner,male,+1 (927) 440-2584,"123 Kathleen Court, Bergoo, Indiana, 92815"
59d288690e3733b153a93a34,530c8aae-2aa5-4b43-a5a8-1d95982785f2,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",122746,2229,"[""Finance"",""Executive""]",0.16,false,0.1,1,Blue,37,Marian,Slater,female,+1 (951) 578-3094,"272 Farragut Road, Hollymead, Puerto Rico, 81349"
59d288690e3733b153a93a3b,0ca91724-ec9f-4cf8-a8a1-cb2d1d9c70ae,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",149031,1286,"[""Finance"",""Executive""]",0.08,true,0.09,3,Red,42,Latonya,Orr,female,+1 (999) 499-2658,"534 Coffey Street, Odessa, New Hampshire, 07647"
59d288690e3733b153a93a43,e13c6b3d-fae4-49ac-aaa9-9a185256581e,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",121494,4730,"[""Finance"",""Executive""]",0.18,true,0.1,1,Green,42,Dianna,Wells,female,+1 (982) 598-2759,"650 Fair Street, Malott, Maine, 95464"
59d288690e3733b153a93a4f,9e962534-fd35-4a99-b9d5-780d0c5c6d66,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",142858,4583,"[""Finance"",""Executive""]",0.2,true,0.03,3,Yellow,31,Susanna,Edwards,female,+1 (898) 577-3374,"894 Prescott Place, Inkerman, Massachusetts, 82228"
59d288690e3733b153a93a81,02b9266c-522f-4d61-951c-a67a80d57e46,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",101455,1731,"[""Finance"",""Executive""]",0.19,false,0.07,1,Green,41,Reva,Owen,female,+1 (814) 486-3895,"747 Vandervoort Place, Neibert, Colorado, 49895"
59d288690e3733b153a93a82,85d412d5-7cd4-4409-a71e-fbd7470b74ea,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",106132,2112,"[""Finance"",""Executive""]",0.2,false,0.05,3,Orange,35,Suzanne,Mcgee,female,+1 (928) 534-2821,"146 Cumberland Street, Durham, Delaware, 85818"
